CODIGO,ASIGNATURA,GRUPO,AULA,CURSO,CUATRIMESTRE,HORA1,HORA2,HORA3,HORA4,HORA5,HORA6
296114H,CPD,A,1.5,4,1,506,505,504,503,,
296114I,SE,A,3.2,4,1,403,406,404,405,,
296114K,IN,A,1.6,4,1,504,503,,,,
296114K,IN,A1,2.4,4,1,501,502,,,,
296114K,IN,A2,2.3,4,1,501,502,,,,
296114L,BDD,A,1.6,4,1,406,405,,,,
296114L,BDD,A1,2.4,4,1,401,402,,,,
296114L,BDD,A2,2.2,4,1,506,505,,,,
296114M,DAI,A,-1.2,4,1,403,404,,,,
296114M,DAI,A1,1.3,4,1,504,503,,,,
296114M,DAI,A2,1.2,4,1,401,402,,,,
296114M,DAI,A3,-1.2,4,1,406,405,,,,
296114N,IV,A,3.7,4,1,506,505,,,,
296114N,IV,A1,2.8,4,1,401,402,,,,
296114N,IV,A2,2.6,4,1,406,405,,,,
296114P,SPSI,A,3.3,4,1,501,502,,,,
296114P,SPSI,A1,1.3,4,1,406,405,,,,
296114P,SPSI,A2,1.4,4,1,504,503,,,,
29611A2,EISI,A,1.4,4,2,103,501,502,101,102,
29611A5,CEGE,A,1.1,4,2,503,301,302,504,502,
29611A6,DI,A,1.4,4,2,103,105,505,504,506,104
29611AA,TIC,A,1.8,4,1,103,303,302,102,,
29611AB,PLD,A,3.8,4,2,201,202,304,305,,
29611AC,RI,A,1.3,4,2,404,401,403,402,,
29611AC,RI,A1,2.7,4,1,506,505,,,,
29611AC,RI,A2,2.7,4,1,401,402,,,,
29611AD,PTC,A,1.1,4,1,203,202,104,105,,
29611AE,SS,A,1.7,4,1,204,205,304,305,,
29611AF,CRIP,A,1.1,4,2,203,204,302,303,,
29611BA,LP,A,1.4,4,1,103,104,105,102,,
29611BB,PGV,A,1.4,4,1,203,205,202,204,,
29611BC,PPR,A,2.7,4,2,203,204,302,303,,
29611BD,NTP,A,1.1,4,2,201,202,304,305,,
29611BE,AO,A,A.2,4,2,404,401,403,402,,
29611BF,SSO,A,2.6,4,1,304,305,302,303,,
29611CB,II,A,3.9,4,1,203,205,202,204,,
29611CC,CII,A,1.1,4,2,304,305,302,303,,
29611CD,TE,A,1.6,4,1,304,305,302,303,,
29611CF,MEI,A,3.7,4,2,404,401,403,402,,
29611DA,SIG,A,1.5,4,1,304,305,302,303,,
29611DB,PDIH,A,1.4,4,2,201,202,401,402,,
29611DC,GRD,A,3.7,4,1,103,104,105,102,,
29611DD,SCGC,A,3.5,4,2,304,305,302,303,,
29611DE,RSC,A,1.6,4,1,203,205,202,204,,
29611FA,TID,A,1.6,4,1,103,104,105,102,,
29611FB,PDS,A,1.2,4,2,203,205,202,204,,
29611FC,CRIM,A,1.5,4,1,203,205,202,204,,
29611FD,PDM,A,1.1,4,2,304,305,302,303,,
29611FE,RMS,A,2.7,4,2,404,401,403,402,,
